state,ideology,name,party
MN,-0.983,"Masin, Sandra A",D
MN,1.321,"McDonald, Joe",R
MN,0.909,"McNamara, Dennis",R
MN,-0.991,"Melin, Carly",D
MN,-0.892,"Metsa, Jason",D
MN,1.017,"Miller, Tim",R
MN,-1.415,"Moran, Rena",D
MN,-1.659,"Mullery, Joe",D
MN,-1.63,"Murphy, Erin",D
MN,-0.902,"Murphy, Mary",D
MN,1.36,"Nash, Jim",R
MN,-1.245,"Nelson, Michael",D
MN,1.522,"Newberger, Jim",R
MN,-0.899,"Newton, Jerry",D
MN,0.9,"Nornes, Bud",R
MN,-0.801,"Norton, Kim",D
MN,0.956,"O'Driscoll, Tim",R
MN,1.185,"O'Neill, Marion",R
MN,-0.561,"Pelowski, Eugene Jr.",D
MN,1.537,"Peppin, Joyce",R
MN,-1.099,"Persell, John",D
MN,0.88,"Petersburg, John",R
MN,0.827,"Peterson, Roz",R
MN,0.905,"Pierson, Nels T.",R
MN,-1.519,"Pinto, Dave",D
MN,-0.72,"Poppe, Jeanne",D
MN,1.393,"Pugh, Cindy",R
MN,1.432,"Quam, Duane",R
MN,0.992,"Rarick, Jason",R
MN,-0.57,"Rosenthal, Paul",D
MN,1.048,"Sanders, Tim",R
MN,-1.225,"Schoen, Dan",D
MN,0.975,"Schomacker, Joe",R
MN,-1.756,"Schultz, Jennifer",D
MN,1.265,"Scott, Peggy",R
MN,-0.979,"Selcer, Yvonne",D
MN,-1.353,"Simonson, Erik",D
MN,-1.733,"Slocum, Linda",D
MN,1.319,"Smith, Dennis J.",R
MN,-1.24,"Sundin, Mike",D
MN,0.979,"Swedzinski, Chris",R
MN,0.913,"Theis, Tama",R
MN,-1.312,"Thissen, Paul C.",D
MN,0.931,"Torkelson, Paul",R
MN,0.714,"Uglem, Mark",R
MN,0.655,"Urdahl, Dean",R
MN,0.971,"Vogel, Bruce",R
MN,-1.642,"Wagenius, Jean",D
MN,-0.783,"Ward, John",D
MN,1.451,"Whelan, Abigail",R
MN,0.693,"Wills, Anna",R
MN,-1.159,"Winkler, Ryan",D
MN,-1.302,"Yarusso, Barb",D
MN,-1.418,"Youakim, Cheryl",D
MN,1.018,"Zerwas, Nick",R
MS,-0.29,"Baria, David",D
MS,-0.579,"Johnson, Robert III",D
MS,0.818,"Mettetal, Nolan",R
MS,0.592,"Aguirre, Shane",R
MS,-0.736,"Anderson, Jeramey",D
MS,1.216,"Arnold, William Tracy",R
MS,-0.684,"Bailey, Willie L.",D
MS,0.246,"Bain, Nick",D
MS,0.786,"Baker, Larry",R
MS,-0.799,"Banks, Earle S",D
MS,0.649,"Barker, Toby",R
MS,0.807,"Barnett, Shane",R
MS,0.606,"Barton, Manly",R
MS,0.931,"Beckett, Charles",R
MS,-0.8,"Bell, Christopher",D
MS,0.348,"Bell, Donnie",D
MS,0.906,"Bennett, Richard",R
MS,-0.547,"Blackmon, Edward Jr.",D
MS,1.661,"Bomgar, Joel",R
MS,0.868,"Bounds, C. Scott",R
MS,0.903,"Boyd, Randy P.",R
MS,0.021,"Brown, Cecil C",D
MS,-0.373,"Burnett, Clara Henderson",D
MS,0.828,"Busby, Charles",R
MS,0.046,"Butler Dixon, Deborah",D
MS,0.821,"Byrd, Larry",R
MS,-0.501,"Calhoun, Credell",D
MS,-0.513,"Campbell, Kimberly L.",D
MS,0.71,"Carpenter, Lester",R
MS,1.06,"Chism, Gary A.",R
MS,-1.011,"Clark, Bryant Wandrick",D
MS,-0.724,"Clarke, Alyce Griffin",D
MS,-0.205,"Cockerham, Angela",D
MS,-0.56,"Coleman, Linda F",D
MS,1.018,"Crawford, Carolyn",R
MS,2.012,"Criswell, Dana",R
MS,1.334,"Currie, Becky",R
MS,0.942,"DeLano, Scott",R
MS,1.044,"Denny, William C.",R
MS,-0.695,"Denton, Oscar",D
MS,-0.695,"Dortch, Jarvis",D
MS,0.127,"Eaton, Blaine II",D
MS,-0.506,"Ellis, Tyrone",D
MS,1.215,"Eubanks, Dan",R
MS,1.076,"Eure, Casey",R
MS,0.153,"Evans, Michael T.",D
MS,-0.397,"Evans, Robert",D
MS,-0.457,"Faulkner, John Gary",D
MS,1.466,"Formby, Mark S.",R
MS,1.535,"Foster, Robert",R
MS,0.658,"Frierson, Herb",R
MS,0.95,"Gipson, J. Andrew",R
MS,0.742,"Guice, Daniel Jr.",R
MS,0.679,"Hale, Jeff",R
MS,0.571,"Haney, Greg",R
MS,0.82,"Henley, Ashley",R
MS,-0.906,"Hines, John W",D
MS,-0.125,"Holland, D. Stephen",D
MS,-0.356,"Holloway, Gregory Sr.",D
MS,1.156,"Hood, Joey",R
MS,1.833,"Hopkins, Steve",R
MS,-0.245,"Horan, Kevin",D
MS,1.309,"Horne, Stephen A",R
MS,0.59,"Huddleston, Mac",R
MS,-0.689,"Huddleston, Robert E",D
MS,-0.15,"Hughes, Jay",D
MS,0.855,"Johnson, Chris",R
MS,-0.947,"Karriem, Kabir",D
MS,0.95,"Ladner, Timmy",R
MS,0.519,"Lamar, John Thomas",R
MS,0.739,"Mangold, Vince",R
MS,0.57,"Massengill, Steve E",R
MS,0.105,"McCoy, William",D
MS,0.701,"McLeod, Doug",R
MS,0.48,"McNeal, Roun",R
MS,-0.216,"Mickens, Carl",D
MS,-0.625,"Middleton, America",D
MS,0.03,"Miles, Tom",D
MS,1.111,"Mims V, Sam C",R
MS,1.061,"Monsour, Alex",R
MS,1.517,"Moore, John L",R
MS,0.75,"Morgan, Ken",R
MS,-0.727,"Myers, David W",D
MS,0.901,"Oliver, Karl",R
MS,-0.86,"Paden, Orlando",D
MS,0.402,"Patterson, Randall H",D
MS,-0.89,"Perkins, Willie James",D
MS,0.831,"Pigott, Bill",R
MS,0.813,"Powell, Brent",R
MS,0.564,"Read, John O.",R
MS,0.039,"Reynolds, Thomas II",D
MS,0.695,"Roberson, Loyd II",R
MS,0.611,"Rogers, Margaret Ellis",R
MS,0.67,"Rogers, Nolan",R
MS,1.098,"Rushing, Randal",R
MS,0.58,"Sanford, Noah",R
MS,-0.65,"Scott, Omeria",D
MS,1.356,"Shirley Jr, William E",R
MS,0.592,"Shows, Bobby",R
MS,0.558,"Smith, Jeffrey C.",R
MS,1.014,"Snowden, Elton",R
MS,0.917,"Staples, Gary V",R
MS,0.367,"Steverson, Jody",D
MS,-0.783,"Straughter, Rufus E",D
MS,0.188,"Sullivan, Preston E",D
MS,-0.512,"Sykes, Kathy",D
MS,-0.684,"Thomas, Sara Richardson",D
MS,0.704,"Touchstone, Brad",R
MS,0.642,"Tullos, Mark K.",R
MS,0.717,"Turner, Jerry R.",R
MS,-0.685,"Walker, Kenneth",D
MS,-0.664,"Watson, Percy W.",D
MS,0.544,"Weathersby, Tom",R
MS,0.662,"White, Jason",R
MS,-0.692,"Williams-Barnes, Sonya",D
MS,0.976,"Wilson, Cory",R
MS,-0.759,"Wooten, Adrienne",D
MS,-0.543,"Young, Charles",D
MS,0.691,"Zuber III, Henry B",R
MO,0.88,"Engler, Kevin",R
MO,1.372,"Koenig, Andrew",R
MO,1.126,"Rowden, Caleb",R
MO,-1.101,"Adams, Jon",D
MO,1.871,"Alferman, Justin",R
MO,1.566,"Allen, Sue",R
MO,-0.618,"Anders, Ira",D
MO,1.662,"Anderson, Sonya",R
MO,1.8,"Andrews, Allen",R
MO,-0.869,"Arthur, Lauren",D
MO,1.599,"Austin, Kevin",R
MO,1.221,"Bahr, Kurt",R
MO,0.791,"Barnes, Jason",R
MO,1.756,"Basye, Charles",R
MO,1.263,"Beard, Nathan",R
MO,1.707,"Bernskoetter, Mike",R
MO,0.852,"Berry, TJ",R
MO,-0.102,"Black, Linda",R
MO,1.039,"Bondon, Jack",R
MO,1.149,"Brattin, Rick",R
MO,1.237,"Brown, Cloria",R
MO,1.707,"Brown, Wanda",R
MO,1.317,"Burlison, Eric",R
MO,-0.798,"Burns, Bob",D
MO,-1.097,"Butler, Michael",D
MO,-1.036,"Carpenter, Jon",D
MO,1.207,"Chipman, Jason",R
MO,1.758,"Cierpiot, Mike",R
MO,-1.001,"Colona, Michael",D
MO,1.159,"Conway, Kathie",R
MO,-0.428,"Conway, Pat",D
MO,1.532,"Cookson, Steve",R
MO,0.984,"Corlew, Kevin",R
MO,1.389,"Cornejo, Robert",R
MO,1.753,"Crawford, Sandy",R
MO,1.521,"Cross, Gary",R
MO,-0.762,"Curtis, Courtney",D
MO,1.057,"Curtman, Paul",R
MO,1.896,"Davis, Charlie",R
MO,1.215,"Dogan, Shamed",R
MO,1.725,"Dohrman, Dean",R
MO,1.43,"Dugger, Tony",R
MO,-1.101,"Dunn, Randy",D
MO,1.183,"Eggleston, J",R
MO,-1.47,"Ellington, Brandon",D
MO,1.493,"Entlicher, Sue",R
MO,1.163,"Fitzpatrick, Scott",R
MO,1.429,"Fitzwater, Paul",R
MO,1.591,"Fitzwater, Travis",R
MO,1.54,"Flanigan, Tom",R
MO,1.643,"Fraker, Lyndall",R
MO,1.575,"Franklin, Diane",R
MO,1.367,"Frederick, Keith",R
MO,0.981,"Gannon, Elaine",R
MO,-2.514,"Gardner, Kimberly",D
MO,1.377,"Gosen, Don",R
MO,-0.804,"Green, Alan",D
MO,1.16,"Haahr, Elijah",R
MO,1.505,"Haefner, Marsha",R
MO,1.432,"Hansen, Jim",R
MO,-0.362,"Harris, Ben",D
MO,1.217,"Hicks, Ron",R
MO,0.897,"Higdon, Galen",R
MO,1.6,"Hill, Justin S",R
MO,1.211,"Hinson, Dave",R
MO,1.406,"Hoskins, Denny L",R
MO,1.236,"Hough, Lincoln",R
MO,1.773,"Houghton, Jay",R
MO,-0.54,"Hubbard, Penny",D
MO,1.691,"Hubrecht, Tila Rowland",R
MO,-0.901,"Hummel, Jacob W",D
MO,0.755,"Hurst, Tom",R
MO,1.309,"Johnson, Delus",R
MO,1.508,"Jones, Caleb",R
MO,1.536,"Justus, Jeffery",R
MO,1.613,"Keeney Taylor, Shelley",R
MO,1.572,"Kelley, Mike",R
MO,-0.74,"Kendrick, Kip",D
MO,0.626,"Kidd, Bill E",R
MO,0.875,"King, S Nick",R
MO,-1.056,"Kirkton, Jeanne",D
MO,1.985,"Kolkmeyer, Glen",R
MO,1.056,"Korman, Bart",R
MO,-0.595,"Kratky, Michele",D
MO,-0.869,"LaFaver, Jeremy",D
MO,1.525,"Lair, Mike",R
MO,1.88,"Lant, Bill",R
MO,1.266,"Lauer, Jeanie",R
MO,-1.052,"Lavender, Deb",D
MO,1.381,"Leara, Mike",R
MO,1.499,"Lichtenegger, Donna",R
MO,1.678,"Love, Warren",R
MO,1.681,"Lynch, Steven",R
MO,0.22,"Marshall, Nickolas",R
MO,1.992,"Mathews, Kirk",R
MO,-1.016,"May, Karla",D
MO,0.81,"McCaherty, John",R
MO,-1.023,"McCann Beatty, Gail",D
MO,-1.282,"McCreery, Tracy",D
MO,0.612,"McDaniel, Andrew",R
MO,-0.989,"McDonald, Tom",D
MO,1.58,"McGaugh, Joe Don",R
MO,-0.994,"McGee, Daron",D
MO,-1.159,"McNeil, Margo",D
MO,-1.147,"Meredith, Sue",D
MO,1.347,"Messenger, Jeffrey",R
MO,1.366,"Miller, Rocky",R
MO,-0.959,"Mims, Bonnaye",D
MO,-1.371,"Mitten, Gina",D
MO,-0.989,"Montecillo, Genise",D
MO,0.532,"Moon, Mike",R
MO,-1.338,"Morgan, Judy",D
MO,1.313,"Morris, Lynn",R
MO,1.738,"Muntzel, Dave",R
MO,1.308,"Neely, James W",R
MO,-1.61,"Newman, Stacey",D
MO,-0.819,"Nichols, Mary",D
MO,-0.742,"Norr, Charlie",D
MO,-0.954,"Otto, Bill",D
MO,-1.233,"Pace, Sharon",D
MO,1.088,"Parkinson, Mark",R
MO,-0.913,"Peters, Joshua",D
MO,1.308,"Pfautsch, Donna",R
MO,1.251,"Phillips, Donald",R
MO,-1.076,"Pierson, Tommie Sr.",D
MO,1.272,"Pietzman, Randy",R
MO,1.556,"Pike, Patricia",R
MO,1.347,"Plocher, Dean",R
MO,0.298,"Pogue, Jeffrey",R
MO,1.518,"Redmon, Craig",R
MO,1.359,"Rehder, Holly",R
MO,1.724,"Reiboldt, Bill",R
MO,1.497,"Remole, Tim",R
MO,1.822,"Rhoads, Shawn",R
MO,1.701,"Richardson, Todd",R
MO,-0.865,"Rizzo, John",D
MO,1.429,"Roden, Shane",R
MO,1.97,"Roeber, Rebecca",R
MO,1.552,"Rone, Don",R
MO,1.47,"Ross, Robert",R
MO,1.523,"Rowland, Lyle",R
MO,-0.711,"Rowland, Rory",D
MO,-0.656,"Runions, Joe",D
MO,1.107,"Ruth, Becky",R
MO,1.777,"Shaul, Dan",R
MO,1.414,"Shull, Noel",R
MO,1.4,"Shumake, Lindell",R
MO,-1.556,"Smith, Clem",D
MO,0.868,"Solon, Sheila",R
MO,1.211,"Sommer, Chrissy",R
MO,1.251,"Spencer, Bryan",R
MO,1.602,"Swan, Kathryn",R
MO,1.334,"Taylor, Jered",R
MO,1.664,"Vescovo, Rob",R
MO,1.479,"Walker, Nathan Belt",R
MO,-1.413,"Walton Gray, Rochelle",D
MO,-0.772,"Webber, Stephen",D
MO,0.946,"White, William",R
MO,1.732,"Wiemann, John D",R
MO,1.024,"Wilson, Kenneth",R
MO,1.364,"Wood, David",R
MO,1.038,"Zerr, Anne",R
MT,1.09,"Essmann, Jeffrey",R
MT,-0.871,"Tropila, Mitch",D
MT,1.575,"Wittich, Art",R
MT,1.225,"Ballance, Nancy",R
MT,-1.518,"Bennett, Bryce",D
MT,1.493,"Bennett, Gerald",R
MT,1.179,"Berglee, Seth",R
MT,0.801,"Berry, Tom",R
MT,1.317,"Brodehl, Randy",R
MT,1.715,"Brown, Bob",R
MT,-0.786,"Brown, Zach",D
MT,1.345,"Burnett, Tom",R
MT,0.777,"Clark, Christy",R
MT,0.705,"Cook, Rob",R
MT,-1.316,"Court, Virginia",D
MT,1.141,"Cuffe, Mike",R
MT,-0.979,"Curdy, Willis",D
MT,0.388,"Custer, Geraldine",R
MT,1.506,"Doane, Alan",R
MT,-1.47,"Dudik, Kimberly",D
MT,-1.15,"Dunwell, Mary Ann",D
MT,-1.519,"Eck, Jenny",D
MT,0.882,"Ehli, Ron",R
MT,-1.413,"Ellis, Janet H",D
MT,1.126,"Fiscus, Clayton",R
MT,0.976,"Fitzpatrick, Steve",R
MT,1.25,"Flynn, Kelly",R
MT,-1.151,"Funk, Moffie",D
MT,0.794,"Garner, Frank",R
MT,1.43,"Glimm, Carl",R
MT,0.941,"Greef, Edward",R
MT,0.984,"Hagstrom, Dave",R
MT,1.274,"Harris, Bill",R
MT,-1.711,"Hayman, Denise",D
MT,0.904,"Hertz, Greg",R
MT,1.479,"Hess, Stephanie",R
MT,-1.352,"Hill, Ellie",D
MT,0.761,"Hollandsworth, Roy",R
MT,0.77,"Holmlund, Kenneth",R
MT,-0.984,"Hunter, Chuck",D
MT,-0.561,"Jacobson, Tom",D
MT,1.189,"Jones, Don",R
MT,-0.914,"Karjala, Jessica",D
MT,-1.387,"Kelker, Katherin A",D
MT,-0.534,"Kipp III, George G",D
MT,1.172,"Knudsen, Austin",R
MT,1.578,"Lamm, Debra",R
MT,1.049,"Lang, Mike",R
MT,1.147,"Laszloffy, Sarah",R
MT,0.996,"Lavin, Steve",R
MT,-1.068,"Lieser, Ed",D
MT,-1.046,"Lynch, Ryan",D
MT,-1.392,"MacDonald, Margaret",D
MT,1.064,"Mandeville, Forrest J",R
MT,1.583,"Manzella, Theresa",R
MT,-0.844,"McCarthy, Kelly",D
MT,-1.126,"McClafferty, Edith",D
MT,-1.07,"McConnell, Nate",D
MT,0.944,"McKamey, Wendy",R
MT,-0.353,"Mehlhoff, Robert",D
MT,0.822,"Meyers, Gilbert Bruce",R
MT,1.2,"Miller, Mike",R
MT,1.535,"Monforton, Matthew",R
MT,0.645,"Moore, David",R
MT,1.337,"Mortensen, Dale",R
MT,1.141,"Noland, Mark R",R
MT,-1.023,"Noonan, Pat",D
MT,-1.476,"Olsen, Andrea",D
MT,0.932,"Olszewski, Albert D",R
MT,1.247,"Osmundson, Ryan",R
MT,-1.25,"Pease-Lopez, Carolyn",D
MT,-0.953,"Peppers, Patricia",D
MT,-0.735,"Perry, Zac",D
MT,-0.655,"Person, Andrew",D
MT,-0.733,"Pierson, Gordon Jr.",D
MT,1.126,"Pinocci, Randall S",R
MT,-1.336,"Pope, Christopher",D
MT,-1.217,"Price, Jean",D
MT,1.411,"Randall, Lee",R
MT,1.309,"Redfield, Alan",R
MT,1.263,"Regier, Keith",R
MT,0.995,"Ricci, Vince",R
MT,0.691,"Richmond, Tom",R
MT,0.858,"Salomon, Daniel",R
MT,-1.142,"Schreiner, Casey",D
MT,1.338,"Schwaderer, Nicholas",R
MT,0.586,"Shaw, Ray",R
MT,-0.821,"Smith, Bridget",D
MT,1.299,"Staffanson, Scott",R
MT,-0.904,"Steenberg, Tom",D
MT,-1.183,"Swanson, Kathy",D
MT,1.328,"Tschida, Brad",R
MT,1.244,"Wagoner, Kirk B",R
MT,-1.332,"Webber, Susan A",D
MT,0.837,"Welborn, Jeffrey W",R
MT,1.274,"White, Kerry E",R
MT,-1.026,"Williams, Kathleen",D
MT,-1.78,"Wilson, Nancy",D
MT,-1.201,"Woods, Tom",D
MT,1.509,"Zolnikov, Daniel",R
NE,-0.606,"Baker, Roy",R
NE,2.398,"Bloomfield, Dave",R
NE,-0.341,"Bolz, Kate",D
NE,1.583,"Brasch, Lydia",R
NE,0.21,"Campbell, Kathy",R
NE,-0.361,"Chambers, Ernie",D
NE,0.418,"Coash, Colby",R
NE,-0.911,"Cook, Tanya",D
NE,1.251,"Craighead, Joni",R
NE,-0.487,"Crawford, Sue",D
NE,0.657,"Davis, Albert",R
NE,1.395,"Fox, Nicole",R
NE,0.833,"Friesen, Curt",R
NE,0.76,"Garrett, Tommy L.",R
NE,0.536,"Gloor, Mike",R
NE,4.366,"Groene, Michael",R
NE,-0.715,"Haar, Ken",D
NE,0.578,"Hadley, Galen",R
NE,0.876,"Hansen, Thomas",R
NE,-0.468,"Harr, Burke",D
NE,0.898,"Hilkemann, Robert Bob",R
NE,-0.406,"Howard, Gwen",D
NE,0.905,"Hughes, Dan",R
NE,0.6,"Johnson, Jerry",R
NE,3.521,"Kintner, William",R
NE,-1.63,"Kolowski, Rick",D
NE,0.638,"Kolterman, Mark A.",R
NE,0.211,"Krist, Robert",R
NE,0.793,"Kuehn, John L.",R
NE,1.008,"Larson, Tyson",R
NE,1.197,"Lindstrom, Brett",R
NE,0.318,"McCollister, John S.",R
NE,1.502,"McCoy, Beau",R
NE,-0.304,"Mello, Heath",D
NE,-0.499,"Morfeld, Adam",D
NE,1.22,"Murante, John",R
NE,-0.398,"Nordquist, Jeremy",D
NE,-1.74,"Pansing Brooks, Patty",D
NE,1.957,"Riepe, Merv",R
NE,0.49,"Scheer, Jim",R
NE,0.875,"Schilz, Ken",R
NE,1.495,"Schnoor, David",R
NE,0.463,"Schumacher, Paul",R
NE,0.12,"Seiler, Lester",R
NE,0.761,"Smith, Jim",R
NE,0.275,"Sullivan, Kate",D
NE,1.34,"Watermeier, Dan",R
NE,0.743,"Williams, Matt",R
NV,-0.821,"Carlton, Maggie",D
NV,-0.863,"Adams, Irene Bustamante",D
NV,0.513,"Anderson, Dennis",R
NV,-0.618,"Anderson, Elliot",D
NV,-0.846,"Araujo, Nelson",D
NV,0.662,"Armstrong, Derek W.",R
NV,-0.82,"Benitez-Thompson, Teresa",D
NV,-0.749,"Carrillo, Richard",D
NV,-1.042,"Diaz, Olivia",D
NV,1.282,"Dickman, Jill",R
NV,1.236,"Dooling, Victoria",R
NV,0.783,"Edwards, Christopher",R
NV,1.177,"Ellison, John",R
NV,1.274,"Fiore, Michele",R
NV,-0.81,"Flores, Edgar",D
NV,0.832,"Gardner, David M.",R
NV,0.76,"Hambrick, John",R
NV,0.857,"Hansen, Ira",R
NV,0.561,"Hickey, Pat",R
NV,-0.85,"Joiner, Amber",D
NV,1.339,"Jones, Brent A.",R
NV,-0.52,"Kirkpatrick, Marilyn",D
NV,0.728,"Kirner, Randy",R
NV,1.446,"Moore, John",R
NV,-0.406,"Munford, Harvey J.",D
NV,-0.819,"Neal, Dina",D
NV,0.754,"Nelson, Erven",R
NV,0.746,"O'Neill, Philip",R
NV,-0.524,"Ohrenschall, James",D
NV,0.728,"Oscarson, James",D
NV,1.11,"Seaman, Victoria",R
NV,1.315,"Shelton, Shelly M.",R
NV,0.619,"Silberkraus, Stephen",R
NV,-0.676,"Spiegel, Ellen",D
NV,-0.811,"Sprinkle, Michael",D
NV,0.571,"Stewart, Lynn D",R
NV,-1.114,"Swank, Heidi",D
NV,-0.766,"Thompson, Tyrone",D
NV,1.26,"Titus, Robin L.",R
NV,0.784,"Trowbridge, Glenn",R
NV,1.135,"Wheeler, Jim",R
NV,0.567,"Woodbury, Melissa",R
NH,-0.893,"Cilley, Jacalyn",D
NH,0.666,"Martel, André",R
NH,-0.964,"Abbott, Michael D.",D
NH,-1.449,"Abel, Richard",D
NH,0.638,"Abrami, Patrick",R
NH,1.047,"Abramson, Max",R
NH,1.189,"Adams, Christopher R.",R
NH,1.635,"Aldrich, Glen C.",R
NH,-1.574,"Alicea, Caroletta",D
NH,0.533,"Allen, Mary",R
NH,-1.08,"Almy, Susan W.",D
NH,-1.269,"Ames, Richard",D
NH,1.351,"Ammon, Keith",R
NH,1.723,"Avellani, Lino M.",R
NH,0.517,"Azarian, Gary S.",R
NH,-1.492,"Baber, William S",D
NH,-1.209,"Backus, Robert A",D
NH,0.673,"Bailey, Brad",R
NH,0.478,"Balcom, John",R
NH,1.545,"Baldasaro, Alfred",R
NH,0.432,"Barnes, Arthur E.",R
NH,-0.815,"Baroody, Benjamin",D
NH,0.614,"Barry, Richard W.",R
NH,-1.282,"Bartlett, Christy",D
NH,1.079,"Bates, David",R
NH,1.358,"Beaudoin, Steven P",R
NH,-0.783,"Beaulieu, Jane Ellen",D
NH,0.569,"Belanger, James",R
NH,0.493,"Belanger, Ronald",R
NH,-1.001,"Bennett, Travis",D
NH,-1.309,"Berch, Paul S",D
NH,-1.424,"Berrien, Skip",D
NH,-0.385,"Berube, Roger R",D
NH,0.271,"Bickford, David",R
NH,0.771,"Biggie, Barbara",R
NH,-0.903,"Bixby, Peter W",D
NH,1.091,"Boehm, Ralph G.",R
NH,-0.998,"Booras, Efstathia",D
NH,-0.903,"Borden, David",D
NH,-0.511,"Bordenet, John",D
NH,0.708,"Bouldin, Amanda",D
NH,-0.728,"Bradley, Paula E.",D
NH,1.087,"Brewster, Michael",R
NH,0.891,"Bridge, Ernest H.",R
NH,-0.963,"Brown, Chris",D
NH,1.097,"Brown, Dwayne",R
NH,-1.284,"Brown, Pamela T",D
NH,-0.503,"Brown, Rebecca",D
NH,-0.608,"Buco, Thomas L",D
NH,1.407,"Burt, John",R
NH,-1.33,"Burton, Wayne M.",D
NH,1.009,"Bush, Carol",R
NH,-0.985,"Butler, Edward A.",D
NH,0.783,"Byron, Frank",R
NH,-1.286,"Cahill, Michael",D
NH,-0.644,"Cali-Pitts, Jacqueline",D
NH,0.205,"Cardon, Thomas",R
NH,-0.941,"Carson, Clyde J",D
NH,0.649,"Chandler, Gene G.",R
NH,-1.258,"Chase, Cynthia L.",D
NH,0.603,"Chase, Francis",R
NH,1.012,"Cheney, Catherine",R
NH,0.717,"Chirichiello, Brian",R
NH,0.439,"Christensen, Chris",R
NH,0.651,"Christiansen, Lars",R
NH,0.363,"Christie, Andrew Jr.",R
NH,1.397,"Christie, Rick",R
NH,-1.085,"Cloutier, John R",D
NH,0.73,"Coffey, James",R
NH,-0.58,"Cohen, Alan",D
NH,1.233,"Comeau, Ed",R
NH,1.383,"Comtois, Guy",R
NH,-0.632,"Converse, Larry",D
NH,0.976,"Cook, Allen W.",R
NH,-1.139,"Cooney, Mary",D
NH,1.069,"Cordelli, Glenn",R
NH,-1.16,"Cornell, Patricia",D
NH,-0.965,"Cote, David E.",D
NH,0.209,"Crawford, Karel A.",R
NH,-1.228,"Cushing, Robert Jr.",D
NH,0.432,"Danielson, David J.",R
NH,0.629,"Darrow, Stephen",R
NH,1.188,"Dean-Bailey, Yvonne",R
NH,1.339,"DeLemus, Susan",R
NH,-1.002,"Deloge, Helen",D
NH,0.617,"DeSimone, Debra L",R
NH,0.565,"Devine, James E.",R
NH,-1.034,"Difranco, Debbie",D
NH,-0.981,"Disesa, Len",D
NH,-0.813,"DiSilvestro, Linda",D
NH,-1.514,"Doherty, David",D
NH,0.762,"Donovan, Daniel",R
NH,0.423,"Doucette, Fred",R
NH,1.255,"Duarte, Joe",R
NH,0.931,"Dumais, Russell",R
NH,1.334,"Eastman, Eric R.",R
NH,-0.969,"Eaton, Daniel Adams",D
NH,-0.672,"Ebel, Karen E",D
NH,1.098,"Edelblut, Frank",R
NH,-1.197,"Edgar, Michael",D
NH,0.195,"Edwards, Elizabeth",D
NH,0.371,"Elliott, Robert",R
NH,0.973,"Emerick, Tracy",R
NH,0.367,"Emerson, Susan",R
NH,0.993,"Estevez, Eric P.",R
NH,0.674,"Ferrante, Beverly",R
NH,1.361,"Ferreira, Elizabeth",R
NH,0.689,"Fesh, Robert",R
NH,0.438,"Fields, Dennis",R
NH,0.826,"Fisher, Robert Z.",R
NH,0.603,"Flanagan, Natalie",R
NH,0.469,"Flanders, Donald",R
NH,-1.195,"Ford, Susan",D
NH,-0.527,"Forest, Armand D.",D
NH,0.257,"Fothergill, John",R
NH,-1.034,"Francese, Paula",D
NH,1.01,"Fraser, Valerie",R
NH,-1.338,"Frazer, June Martin",D
NH,-1.21,"Freitas, Mary C.",D
NH,-1.357,"French, Barbara",D
NH,1.041,"French, Harold F.",R
NH,0.518,"Friel, William",R
NH,-1.417,"Froburg, Alethea Lincoln",D
NH,1.114,"Fromuth, Bart",R
NH,0.791,"Gagne, Larry G",R
NH,-0.732,"Gagnon, Raymond",D
NH,0.802,"Gallagher, Brian S.",R
NH,1.085,"Gannon, William M.",R
NH,-0.45,"Gardner, Janice S",D
NH,0.031,"Gargasz, Carolyn",R
NH,-0.572,"Gidge, Kenneth",D
NH,-1.352,"Gile, Mary Stuart",D
NH,0.682,"Gionet, Edmond D",R
NH,-0.743,"Goley, Jeffrey",D
NH,0.584,"Gonzalez, Carlos",R
NH,-1.776,"Gordon, Pamela S.",D
NH,1.114,"Gordon, Richard E",R
NH,-0.671,"Gorman, Mary J.",D
NH,-1.094,"Gottling, Suzanne",D
NH,1.132,"Gould, Linda",R
NH,1.204,"Goulette, William",R
NH,1.303,"Graham, Robert V.",R
NH,0.53,"Gray, James P",R
NH,1.218,"Green, Dennis",R
NH,0.083,"Grenier, James L",R
NH,0.667,"Griffin, Barbara",R
NH,0.632,"Griffin, Mary",R
NH,1.74,"Groen, Warren J",R
NH,-0.651,"Guerette, Lee",D
NH,0.417,"Guthrie, Joseph",R
NH,0.661,"Haefner, Robert",R
NH,0.749,"Hagan, Joseph",R
NH,0.96,"Halstead, Carolyn",R
NH,1.201,"Hannon, Joseph",R
NH,-0.78,"Hansberry, Daniel",D
NH,0.957,"Hansen, Peter",R
NH,1.179,"Harris, Jeffrey",R
NH,-1.294,"Harvey, Suzanne",D
NH,-1.205,"Hatch, William",D
NH,-1.218,"Heath, Mary",D
NH,-0.908,"Heffron, Frank",D
NH,-0.884,"Henle, Paul",D
NH,0.533,"Hennessey, Erin Tapper",R
NH,-1.515,"Hennessey, Martha",D
NH,-0.847,"Herbert, Christopher J.",D
NH,0.445,"Hess, David",R
NH,-1.146,"Higgins, Patricia",D
NH,1.268,"Hill, Gregory",R
NH,0.688,"Hinch, Richard",R
NH,-1.027,"Hirsch, Geoffrey",D
NH,1.441,"Hodgdon, Bruce",R
